timestamp,M1,M2,M3,M4,pitch,roll,yaw,thrust,accel_x,accel_y,accel_z,angle_x,angle_y,angle_z
6866,-242.93,314.71,256.19,-296.38,-27.99,1.27,277.56,7.90,-0.29,-0.34,0.98,-156.20,35.68
6867,-242.23,314.24,256.67,-297.87,-28.30,0.48,277.75,7.70,-0.34,-0.44,0.83,-158.02,51.32
6868,-241.89,313.77,256.82,-298.12,-28.30,0.18,277.65,7.65,-0.35,-0.50,0.73,-134.46,81.39
6869,-241.32,312.90,257.09,-298.02,-28.13,-0.22,277.33,7.67,-0.31,-0.48,0.68,-122.68,97.30
6870,-242.12,312.87,256.26,-296.81,-27.82,0.48,277.01,7.55,-0.41,-0.44,0.60,-88.16,108.32
6871,-242.57,313.02,255.18,-294.60,-27.47,1.45,276.34,7.76,-0.39,-0.46,0.67,-34.85,118.42
6872,-243.10,313.32,254.66,-293.38,-27.24,2.10,276.11,7.87,-0.35,-0.45,0.76,-15.34,110.26
6873,-244.37,313.78,253.07,-291.13,-26.87,3.49,275.59,7.84,-0.40,-0.40,0.79,18.34,106.24
6874,-245.26,315.05,251.26,-288.94,-26.87,5.03,275.13,8.03,-0.37,-0.46,0.89,62.28,94.24
6875,-246.70,316.47,249.91,-288.00,-26.97,6.32,275.27,7.92,-0.34,-0.44,0.89,70.89,80.59
6876,-248.52,318.57,248.79,-287.35,-27.15,7.74,275.81,7.87,-0.39,-0.42,0.87,71.38,67.85
6877,-250.00,321.08,248.30,-286.81,-27.40,8.99,276.55,8.14,-0.35,-0.39,0.99,82.54,49.08
6878,-251.90,323.83,246.35,-286.16,-27.93,10.80,277.06,8.03,-0.39,-0.36,0.99,106.22,24.35
6879,-254.29,326.96,244.51,-285.88,-28.51,12.71,277.91,7.82,-0.45,-0.33,0.89,112.73,10.92
6880,-256.88,330.60,243.03,-285.76,-29.11,14.67,279.07,7.75,-0.48,-0.36,0.80,118.42,10.85
6881,-258.18,334.41,241.41,-284.69,-29.88,16.62,279.67,8.24,-0.43,-0.40,1.00,150.88,-5.31
6882,-259.12,337.33,239.94,-285.17,-30.86,17.84,280.39,8.25,-0.43,-0.41,1.11,126.20,-26.82
6883,-260.43,339.98,237.73,-285.72,-31.89,19.24,280.96,7.89,-0.47,-0.36,0.98,110.05,-41.63
6884,-261.20,342.86,236.11,-285.91,-32.87,20.51,281.52,7.97,-0.46,-0.34,0.95,103.21,-48.53
6885,-261.67,345.57,234.92,-286.66,-33.91,21.41,282.20,8.04,-0.42,-0.29,0.98,89.06,-63.90
6886,-261.52,347.85,234.13,-287.71,-34.98,21.88,282.80,8.19,-0.38,-0.24,1.06,67.37,-80.37
6887,-260.56,349.81,233.27,-289.46,-36.36,21.91,283.27,8.27,-0.36,-0.21,1.15,35.31,-108.62
6888,-259.66,351.56,231.12,-291.02,-37.95,22.27,283.34,8.00,-0.40,-0.22,1.05,24.29,-127.80
6889,-260.35,352.65,229.01,-290.92,-38.55,23.27,283.23,7.60,-0.51,-0.08,0.80,18.94,-112.13
6890,-259.50,354.35,227.31,-290.55,-39.52,24.00,282.93,7.90,-0.36,-0.13,0.83,50.60,-103.02
6891,-258.71,356.33,226.35,-290.97,-40.56,24.43,283.09,8.25,-0.30,-0.18,1.02,61.84,-103.91
6892,-258.83,357.37,225.15,-291.47,-41.22,24.89,283.20,8.05,-0.33,-0.07,1.01,51.33,-107.02
6893,-257.97,357.45,225.81,-293.00,-41.67,24.15,283.56,8.07,-0.35,-0.05,1.02,-14.33,-94.23
6894,-257.03,357.23,226.05,-295.38,-42.38,23.21,283.93,7.72,-0.29,-0.17,0.85,-56.38,-75.29
6895,-255.51,357.20,226.02,-295.54,-42.80,22.79,283.56,8.04,-0.20,-0.15,0.92,-31.66,-67.94
6896,-255.73,356.24,225.32,-294.55,-42.43,23.02,282.96,7.82,-0.21,0.05,0.85,-3.48,-61.56
6897,-255.70,356.68,226.05,-294.09,-42.25,23.06,283.13,8.23,-0.19,0.08,1.02,15.61,-53.22
6898,-255.47,356.97,225.96,-294.52,-42.51,22.99,283.23,8.23,-0.15,-0.02,1.10,23.15,-52.04
6899,-254.54,356.98,225.68,-295.72,-43.12,22.53,283.23,8.10,-0.08,-0.19,1.07,14.45,-49.99
6900,-253.23,356.09,226.43,-296.78,-43.30,21.53,283.13,8.13,-0.05,-0.12,1.07,-20.26,-54.09
6901,-253.35,354.71,227.24,-297.49,-42.90,20.83,283.20,7.78,-0.10,0.02,0.90,-36.60,-43.84
6902,-252.52,355.01,227.98,-297.00,-42.88,20.64,283.13,8.37,-0.06,-0.01,1.11,-4.30,-41.35
6903,-252.63,354.65,227.54,-297.36,-42.96,20.59,283.04,8.05,-0.02,-0.06,1.05,21.39,-39.60
6904,-252.02,354.31,227.04,-297.18,-43.11,20.53,282.64,8.04,-0.00,-0.10,1.01,33.25,-38.29
6905,-252.68,353.75,227.12,-296.35,-42.57,20.74,282.48,7.96,-0.01,0.00,0.96,51.44,-26.50
6906,-252.51,353.49,227.70,-295.98,-42.31,20.58,282.42,8.18,0.00,-0.03,1.04,43.68,-18.71
6907,-253.04,352.91,227.67,-295.51,-41.93,20.69,282.29,8.01,0.01,-0.01,0.99,54.21,-14.72
6908,-253.16,352.54,227.81,-294.61,-41.54,20.82,282.03,8.14,0.02,-0.02,1.04,62.69,-7.97
6909,-253.78,351.35,228.13,-293.67,-40.78,20.83,281.73,8.01,0.04,0.02,0.99,63.52,6.53
6910,-254.99,350.58,228.06,-291.50,-39.76,21.50,281.28,8.04,0.01,0.13,0.98,90.67,12.26
6911,-256.73,350.46,227.01,-288.56,-38.82,22.90,280.69,8.04,-0.01,0.15,0.98,143.52,16.40
6912,-257.69,349.73,227.33,-287.16,-37.97,23.23,280.48,8.05,0.01,0.13,0.99,120.67,21.89
6913,-258.37,348.81,227.71,-285.84,-37.14,23.41,280.18,8.08,0.01,0.14,1.00,100.92,21.85
6914,-259.12,347.70,228.44,-284.65,-36.20,23.43,279.98,8.09,-0.00,0.19,1.01,82.58,19.32
6915,-259.72,346.66,229.12,-283.40,-35.31,23.46,279.73,8.16,-0.01,0.22,1.05,73.56,17.65
6916,-260.60,345.56,229.86,-282.03,-34.28,23.57,279.51,8.20,-0.02,0.30,1.09,71.65,15.73
6917,-261.70,344.59,230.35,-280.90,-33.36,23.76,279.38,8.08,-0.03,0.28,1.05,75.66,18.28
6918,-262.18,343.54,231.40,-279.90,-32.46,23.61,279.25,8.21,-0.00,0.29,1.10,65.15,17.98
6919,-263.09,342.06,232.33,-279.08,-31.43,23.43,279.14,8.05,-0.04,0.34,1.04,51.27,15.41
6920,-263.71,341.00,233.00,-277.77,-30.52,23.48,278.87,8.13,-0.04,0.33,1.05,58.09,16.31
6921,-264.64,340.00,233.69,-276.37,-29.51,23.65,278.67,8.17,-0.04,0.38,1.07,67.08,14.86
6922,-265.98,338.93,234.55,-275.34,-28.43,23.75,278.70,8.04,-0.07,0.42,1.02,65.18,13.65
6923,-267.38,338.32,235.05,-273.67,-27.39,24.24,278.60,8.08,-0.06,0.41,1.01,87.89,18.11
6924,-268.66,337.16,236.21,-272.70,-26.25,24.23,278.68,8.00,-0.07,0.45,0.97,71.88,16.84
6925,-269.20,335.90,237.92,-272.38,-25.29,23.70,278.85,8.06,-0.06,0.47,0.98,39.74,10.55
6926,-270.47,334.87,238.76,-271.27,-24.23,23.83,278.84,7.97,-0.09,0.47,0.93,51.14,11.33
6927,-271.66,333.55,239.50,-269.61,-23.00,24.02,278.58,7.94,-0.10,0.51,0.90,61.87,13.68
6928,-272.46,332.73,240.33,-268.29,-22.06,24.15,278.45,8.08,-0.09,0.50,0.95,67.26,12.85
6929,-274.34,331.96,240.67,-266.42,-20.84,24.80,278.35,7.97,-0.11,0.57,0.92,92.80,10.50
6930,-275.70,331.14,241.38,-264.87,-19.73,25.15,278.27,7.99,-0.10,0.57,0.91,94.26,11.95
6931,-277.25,330.21,242.43,-263.72,-18.56,25.33,278.40,7.92,-0.10,0.58,0.87,86.08,12.29
6932,-279.07,328.99,244.14,-262.67,-17.11,25.31,278.72,7.85,-0.15,0.67,0.82,64.04,13.93
6933,-279.52,327.79,245.68,-261.84,-16.11,24.95,278.71,8.03,-0.10,0.59,0.88,48.53,17.90
6934,-281.15,326.48,246.94,-261.07,-14.87,24.90,278.91,7.80,-0.14,0.62,0.80,44.92,13.19
6935,-282.52,325.30,248.38,-259.83,-13.56,24.90,279.01,7.83,-0.13,0.63,0.77,50.22,16.85
6936,-283.39,323.54,249.83,-258.61,-12.23,24.62,278.85,7.84,-0.10,0.66,0.76,42.61,17.99
6937,-283.85,321.42,251.11,-257.18,-10.91,24.25,278.39,7.87,-0.13,0.69,0.77,27.11,21.51
6938,-283.71,319.59,252.80,-257.08,-10.04,23.36,278.29,7.90,-0.13,0.69,0.79,-5.43,3.87
6939,-284.03,317.90,254.13,-256.67,-9.10,22.78,278.18,7.83,-0.17,0.70,0.77,-13.24,-4.65
6940,-284.70,315.96,255.56,-255.80,-7.88,22.33,278.01,7.75,-0.18,0.67,0.72,-11.30,6.48
6941,-284.74,313.96,257.36,-254.61,-6.62,21.68,277.67,7.99,-0.17,0.65,0.81,-16.76,29.12
6942,-284.91,312.87,257.51,-254.04,-6.12,21.56,277.33,7.86,-0.16,0.67,0.79,7.01,-8.95
6943,-284.66,311.31,257.91,-253.08,-5.46,21.25,276.74,7.87,-0.18,0.66,0.78,4.46,-14.87
6944,-283.98,309.58,258.60,-252.59,-4.90,20.59,276.19,7.90,-0.17,0.64,0.80,-11.00,-20.29
